wavelength,flux,flux_error
6171.175732,94306.367188,308.996521
6171.21888,94484.570312,309.492523
6171.262027,94624.242188,309.669312
6171.305174,94290.859375,309.244293
6171.348321,95276.789062,310.7771
6171.391469,95264.148438,310.752045
6171.434616,94788.078125,309.97821
6171.477763,95926.992188,311.753448
6171.52091,95189.085938,310.546326
6171.564058,95138.609375,310.390839
6171.607205,94718.53125,309.748138
6171.650352,94994.445312,310.276642
6171.693499,95043.101562,310.319977
6171.736647,95261.148438,310.857483
6171.779794,94814.164062,310.073853
6171.822941,94793.023438,309.829254
6171.866089,95073.0,310.277069
6171.909236,94251.140625,309.115417
6171.952383,94919.453125,309.925262
6171.99553,94136.09375,308.899261
6172.038678,94722.085938,309.730774
6172.081825,93814.820312,308.236023
6172.124972,93930.210938,308.500549
6172.168119,93617.8125,308.054932
6172.211267,93808.265625,308.232208
6172.254414,93176.078125,307.407043
6172.297561,93787.234375,308.285828
6172.340708,93553.21875,307.91568
6172.383856,94272.828125,308.997955
6172.427003,93436.671875,307.597656
6172.47015,93513.0,307.917175
6172.513297,93743.671875,308.283173
6172.556445,93895.734375,308.520203
6172.599592,93613.351562,308.052521
6172.642739,93324.6875,307.621613
6172.685886,93606.828125,307.948303
6172.729034,93042.703125,307.070496
6172.772181,93191.710938,307.21701
6172.815328,92563.007812,306.168884
6172.858475,92310.710938,305.895233
6172.901623,92855.5625,306.702759
6172.94477,92617.5,306.436737
6172.987917,92554.585938,306.309296
6173.031065,93277.132812,307.326508
6173.074212,92927.960938,306.893127
6173.117359,92910.203125,306.802185
6173.160506,92588.703125,306.290985
6173.203654,92153.804688,305.673706
6173.246801,92131.234375,305.50119
6173.289948,91310.53125,304.251984
6173.333095,89622.984375,301.465179
6173.376243,84773.539062,293.286041
6173.41939,78797.78125,282.847961
6173.462537,71681.304688,270.143799
6173.505684,66826.976562,261.171631
6173.548832,69402.882812,265.90094
6173.591979,75764.085938,277.604553
6173.635126,82005.765625,288.524323
6173.678273,87155.90625,297.348297
6173.721421,89390.796875,301.151123
6173.764568,89959.8125,301.963074
6173.807715,91694.507812,304.805176
6173.850862,91108.914062,303.87265
6173.89401,91005.070312,303.769592
6173.937157,91211.210938,304.134125
6173.980304,92032.164062,305.177887
6174.023451,91330.609375,304.164429
6174.066599,91227.4375,304.157654
6174.109746,91289.984375,304.051941
6174.152893,91346.546875,304.250946
6174.19604,91279.109375,304.042297
6174.239188,91481.015625,304.428833
6174.282335,91254.75,304.125336
6174.325482,91488.8125,304.590302
6174.36863,91282.414062,304.097717
6174.411777,91698.351562,304.88623
6174.454924,90578.210938,303.061584
6174.498071,90860.492188,303.427155
6174.541219,90877.898438,303.475616
6174.584366,90251.234375,302.493164
6174.627513,90606.09375,303.000977
6174.67066,90371.148438,302.747101
6174.713808,90249.710938,302.532654
6174.756955,90195.203125,302.376892
6174.800102,90598.320312,303.024323
6174.843249,90242.148438,302.30191
6174.886397,89843.390625,301.767975
6174.929544,90214.210938,302.389862
6174.972691,90625.375,303.182678
6175.015838,90239.085938,302.353394
6175.058986,89886.03125,301.702301
6175.102133,89293.992188,300.844299
6175.14528,88701.132812,299.830994
6175.188427,88931.164062,300.327667
6175.231575,88121.796875,298.833923
6175.274722,86651.984375,296.450043
6175.317869,86309.617188,295.852234
6175.361016,84727.9375,293.233154
6175.404164,83199.492188,290.609833
6175.447311,78994.328125,283.186218
6175.490458,74632.359375,275.502777
6175.533606,70921.90625,268.875519
6175.576753,72664.578125,271.984222
6175.6199,77329.976562,280.437836
6175.663047,82282.34375,288.989349
6175.706195,85468.992188,294.397736
6175.749342,87597.0625,297.981873
6175.792489,88354.992188,299.288971
6175.835636,87570.210938,298.127716
6175.878784,87957.09375,298.674927
6175.921931,87930.742188,298.572754
6175.965078,87068.578125,297.042328
6176.008225,87314.351562,297.605804
6176.051373,87740.789062,298.106323
6176.09452,87681.476562,298.129974
6176.137667,88137.4375,298.872406
6176.180814,88235.203125,299.09967
6176.223962,88084.273438,298.675049
6176.267109,88075.3125,298.797577
6176.310256,88439.429688,299.418945
6176.353403,88341.429688,299.095917
6176.396551,88028.929688,298.641327
6176.439698,88459.492188,299.461365
6176.482845,88371.742188,299.342041
6176.525992,88283.476562,299.071716
6176.56914,87796.171875,298.352173
6176.612287,87851.007812,298.359711
6176.655434,87488.640625,297.750366
6176.698582,87450.96875,297.681213
6176.741729,87067.632812,297.060852
6176.784876,85681.742188,294.682617
6176.828023,83130.179688,290.360962
6176.871171,78194.851562,281.730438
6176.914318,71277.867188,269.28183
6176.957465,66296.601562,259.895081
6177.000612,65275.332031,257.902405
6177.04376,68729.328125,264.522491
6177.086907,74184.015625,274.60791
6177.130054,80325.671875,285.393402
6177.173201,83995.046875,291.743652
6177.216349,85158.804688,293.704346
6177.259496,85019.375,293.62561
6177.302643,84767.015625,293.058228
6177.34579,84715.351562,293.118805
6177.388938,83422.460938,291.000702
6177.432085,82922.585938,290.041504
6177.475232,83167.6875,290.482849
6177.518379,84165.34375,292.173615
6177.561527,84917.859375,293.490051
6177.604674,84975.828125,293.415894
6177.647821,85070.867188,293.679382
6177.690968,85108.773438,293.737762
6177.734116,85192.039062,293.859985
6177.777263,86036.890625,295.287048
6177.82041,85706.359375,294.810974
6177.863558,85759.953125,294.84845
6177.906705,86030.007812,295.381744
6177.949852,86382.03125,295.861115
6177.992999,85533.078125,294.464325
6178.036147,85425.914062,294.235352
6178.079294,85635.359375,294.573547
6178.122441,85202.117188,293.777161
6178.165588,85275.1875,293.888977
6178.208736,84888.773438,293.39679
6178.251883,85284.039062,293.988922
6178.29503,85607.617188,294.595612
6178.338177,85348.070312,294.140137
6178.381325,85257.09375,294.000122
6178.424472,84246.734375,292.242065
6178.467619,84195.929688,292.089447
6178.510766,84422.554688,292.493958
6178.553914,84488.5625,292.654175
6178.597061,84213.601562,292.16217
6178.640208,83680.640625,291.194489
6178.683355,83962.4375,291.633575
6178.726503,83861.632812,291.606262
6178.76965,84293.40625,292.391266
6178.812797,83807.515625,291.659119
6178.855944,84304.203125,292.405731
6178.899092,83694.570312,291.300354
6178.942239,84109.734375,292.062836
6178.985386,84009.429688,291.90448
6179.028534,84179.773438,292.249023
6179.071681,84229.6875,292.140533
6179.114828,83753.898438,291.345581
6179.157975,83706.929688,291.308075
6179.201123,83203.132812,290.390869
6179.24427,83115.898438,290.280457
6179.287417,83114.0625,290.25296
6179.330564,82884.25,289.830505
6179.373712,83143.898438,290.39502
6179.416859,82951.84375,290.025085
6179.460006,83057.625,290.169678
6179.503153,81716.359375,287.856049
6179.546301,81067.203125,286.683319
6179.589448,81656.710938,287.780975
6179.632595,81925.484375,288.19519
6179.675742,82681.882812,289.638031
6179.71889,83319.34375,290.606598
6179.762037,83091.0,290.251068
6179.805184,83009.484375,290.202576
6179.848331,82499.976562,289.279694
6179.891479,83064.921875,290.19165
6179.934626,82197.828125,288.764587
6179.977773,81746.289062,287.931824
6180.02092,82104.210938,288.651245
6180.064068,81029.679688,286.738617
6180.107215,81043.023438,286.670593
6180.150362,80228.085938,285.233246
6180.19351,79757.664062,284.508087
6180.236657,77440.929688,280.391907
6180.279804,74171.40625,274.455902
6180.322951,68322.226562,263.570709
6180.366099,65116.171875,257.518127
6180.409246,66015.671875,259.111755
6180.452393,69718.359375,266.372772
6180.49554,74276.382812,274.433838
6180.538688,78325.890625,281.851105
6180.581835,79175.882812,283.443268
6180.624982,79716.585938,284.376831
6180.668129,80848.546875,286.441223
6180.711277,81250.148438,287.064026
6180.754424,81328.796875,287.281555
6180.797571,81084.882812,286.725555
6180.840718,80836.21875,286.347961
6180.883866,80976.90625,286.695282
6180.927013,80895.421875,286.374298
6180.97016,80648.40625,286.025452
6181.013307,81167.09375,286.93927
6181.056455,80733.828125,286.099335
6181.099602,81058.65625,286.757782
6181.142749,80821.351562,286.398499
6181.185896,80617.039062,285.860962
6181.229044,80843.898438,286.517639
6181.272191,81006.351562,286.669403
6181.315338,79726.515625,284.431458
6181.358486,80475.367188,285.562744
6181.401633,80696.382812,286.099548
6181.44478,80346.296875,285.498688
6181.487927,80255.648438,285.284821
6181.531075,80555.25,285.928467
6181.574222,80054.289062,285.069824
6181.617369,80137.390625,284.920319
6181.660516,79765.414062,284.244598
6181.703664,80089.671875,284.890259
6181.746811,79890.6875,284.687592
6181.789958,79753.046875,284.209229
6181.833105,79393.867188,283.774719
6181.876253,79766.734375,284.357666
6181.9194,79759.96875,284.43219
6181.962547,79336.796875,283.742554
6182.005694,78952.226562,282.949127
6182.048842,79088.257812,283.174896
6182.091989,79187.9375,283.346741
6182.135136,79257.085938,283.59259
6182.178283,78843.8125,282.816528
6182.221431,79151.859375,283.377747
6182.264578,78849.070312,282.652679
6182.307725,78512.554688,282.415741
6182.350872,78548.882812,282.250061
6182.39402,78737.375,282.641815
6182.437167,78121.289062,281.424469
6182.480314,78209.695312,281.884216
6182.523462,78242.757812,281.705017
6182.566609,78305.585938,281.938354
6182.609756,78624.640625,282.370117
6182.652903,78540.15625,282.188812
6182.696051,77950.257812,281.181213
6182.739198,77960.054688,281.183258
6182.782345,77561.0625,280.495117
6182.825492,77677.9375,280.633636
6182.86864,77404.109375,280.310974
6182.911787,77532.835938,280.470062
6182.954934,77544.617188,280.401093
6182.998081,77805.804688,280.943085
6183.041229,78089.09375,281.374603
6183.084376,78344.3125,281.852875
6183.127523,77621.890625,280.714325
6183.17067,77130.75,279.749969
6183.213818,77192.382812,279.668396
6183.256965,76873.492188,279.299774
6183.300112,77208.21875,279.837524
6183.343259,77225.140625,279.936127
6183.386407,77162.976562,279.752472
6183.429554,77001.96875,279.50293
6183.472701,77559.5,280.406891
6183.515848,77329.476562,280.10202
6183.558996,76656.453125,278.942749
6183.602143,75781.804688,277.373596
6183.64529,75178.523438,276.23584
6183.688438,73850.617188,273.755402
6183.731585,73470.007812,272.968445
6183.774732,73211.929688,272.592377
6183.817879,73039.007812,272.396454
6183.861027,74065.445312,274.183594
6183.904174,74329.640625,274.578003
6183.947321,74776.476562,275.336609
6183.990468,74596.71875,275.180756
6184.033616,75732.210938,277.251892
6184.076763,74329.882812,274.754547
6184.11991,75435.601562,276.781403
6184.163057,75397.226562,276.470947
6184.206205,75609.890625,277.06134
6184.249352,75583.335938,276.833069
6184.292499,75778.429688,277.245911
6184.335646,75586.734375,276.889343
6184.378794,76012.296875,277.632172
6184.421941,75751.65625,277.19046
6184.465088,76123.914062,277.923035
6184.508235,75420.476562,276.527802
6184.551383,75207.570312,276.227875
6184.59453,75783.773438,277.284607
6184.637677,75456.4375,276.697418
6184.680824,75158.960938,276.216003
6184.723972,75378.460938,276.417297
6184.767119,75042.5625,275.88858
6184.810266,75218.132812,276.309753
6184.853414,75203.84375,276.230804
6184.896561,75229.015625,276.193939
6184.939708,75244.171875,276.254333
6184.982855,74752.242188,275.341034
6185.026003,74739.085938,275.288422
6185.06915,74798.953125,275.348572
6185.112297,74527.085938,274.88208
6185.155444,74274.1875,274.714478
6185.198592,74602.0,275.092804
6185.241739,74800.03125,275.667297
6185.284886,74757.53125,275.343445
6185.328033,74623.109375,275.217712
6185.371181,74231.171875,274.445923
6185.414328,74013.820312,274.367401
6185.457475,74081.382812,274.261139
6185.500622,73804.234375,273.763977
6185.54377,73409.164062,272.918823
6185.586917,73681.742188,273.400696
6185.630064,73972.960938,273.89032
6185.673211,73426.0625,273.00766
6185.716359,72924.164062,272.097717
6185.759506,71670.875,269.779816
6185.802653,69550.226562,265.638519
6185.8458,68985.132812,264.872498
6185.888948,68494.859375,263.849121
6185.932095,69469.539062,265.697174
6185.975242,70521.71875,267.655701
6186.01839,71658.234375,269.74762
6186.061537,73226.304688,272.552948
6186.104684,72736.375,271.678253
6186.147831,73295.867188,272.808746
6186.190979,72104.265625,270.578278
6186.234126,72190.945312,270.800171
6186.277273,71046.445312,268.592407
6186.32042,71382.4375,269.168243
6186.363568,69799.890625,266.339142
6186.406715,69963.828125,266.552063
6186.449862,70778.445312,268.004639
6186.493009,70927.609375,268.468994
6186.536157,71413.148438,269.438782
6186.579304,71763.171875,269.998383
6186.622451,71986.164062,270.279968
6186.665598,71859.382812,270.111908
6186.708746,70697.101562,268.032898
6186.751893,69893.132812,266.416443
6186.79504,67240.039062,261.508179
6186.838187,64705.015625,256.511047
6186.881335,63793.609375,254.914993
6186.924482,63617.632812,254.463562
6186.967629,66507.617188,260.098511
6187.010776,68257.929688,263.172821
6187.053924,70003.53125,266.72467
6187.097071,70853.109375,268.191315
6187.140218,70540.335938,267.626923
6187.183366,70955.8125,268.306641
6187.226513,71209.867188,268.81015
6187.26966,71142.046875,268.692932
6187.312807,71508.4375,269.46991
6187.355955,71205.914062,268.766785
6187.399102,70425.882812,267.582367
6187.442249,70717.015625,267.971344
6187.485396,70743.992188,268.049377
6187.528544,70228.359375,267.080536
6187.571691,69926.664062,266.571136
6187.614838,69751.21875,266.21579
6187.657985,69790.828125,266.20752
6187.701133,70566.460938,267.62326
6187.74428,70739.25,267.946198
6187.787427,70244.03125,266.913879
6187.830574,70090.828125,266.773499
6187.873722,69863.578125,266.350433
6187.916869,70315.546875,267.146027
6187.960016,69174.117188,265.246796
6188.003163,68461.945312,263.660278
6188.046311,65136.617188,257.355194
6188.089458,61283.960938,249.679214
6188.132605,58498.09375,244.184128
6188.175752,57371.101562,241.830963
6188.2189,59272.546875,245.708099
6188.262047,62798.839844,252.862289
6188.305194,66040.273438,258.972992
6188.348341,68121.289062,263.00885
6188.391489,68553.460938,263.832001
6188.434636,69374.140625,265.52475
6188.477783,69290.929688,265.21405
6188.520931,68983.648438,264.829346
6188.564078,68964.296875,264.660522
6188.607225,69089.546875,264.863892
6188.650372,68513.476562,263.741943
6188.69352,68753.664062,264.188538
6188.736667,68381.304688,263.414337
6188.779814,68556.78125,264.011566
6188.822961,68979.476562,264.534882
6188.866109,68223.9375,263.380219
6188.909256,68954.640625,264.555756
6188.952403,67969.3125,262.894867
6188.99555,68274.53125,263.312134
6189.038698,67611.132812,262.147156
6189.081845,67419.523438,261.708954
6189.124992,67229.632812,261.278564
6189.168139,66843.703125,260.517151
6189.211287,66961.164062,260.835419
6189.254434,66588.226562,260.168549
6189.297581,67732.296875,262.320587
6189.340728,67714.382812,262.063202
6189.383876,67707.0625,262.373383
6189.427023,67679.296875,262.017853
6189.47017,67198.773438,261.364227
6189.513317,67994.21875,262.786316
6189.556465,67209.171875,261.460785
6189.599612,67483.015625,261.790375
6189.642759,67240.109375,261.291565
6189.685907,66743.234375,260.434387
6189.729054,67495.515625,262.05127
6189.772201,66656.265625,260.127991
6189.815348,66843.367188,260.573853
6189.858496,67467.492188,261.916138
6189.901643,66777.429688,260.494812
6189.94479,67127.15625,261.008392
6189.987937,67076.828125,261.151947
6190.031085,67126.75,261.190796
6190.074232,66568.539062,260.067719
6190.117379,67010.789062,261.026123
6190.160526,66469.046875,259.864868
6190.203674,66425.546875,259.843658
6190.246821,66908.875,260.653503
6190.289968,65881.351562,258.743988
6190.333115,66112.085938,259.221893
6190.376263,66635.101562,260.165619
6190.41941,65837.15625,258.799194
6190.462557,65833.132812,258.550079
6190.505704,65487.746094,258.088867
6190.548852,65524.308594,257.924255
6190.591999,65536.296875,258.231903
6190.635146,65148.734375,257.308289
6190.678293,65183.515625,257.41568
6190.721441,65519.734375,257.890442
6190.764588,65649.3125,258.165527
6190.807735,65732.015625,258.634033
6190.850883,65370.847656,257.841766
6190.89403,65515.125,258.021484
6190.937177,65677.023438,258.316803
6190.980324,64629.253906,256.343781
6191.023472,64908.324219,256.833984
6191.066619,64494.925781,256.048462
6191.109766,64186.460938,255.434418
6191.152913,63833.527344,254.733185
6191.196061,61856.015625,250.926102
6191.239208,58234.082031,243.535568
6191.282355,52112.085938,230.69873
6191.325502,47718.570312,220.811279
6191.36865,46137.980469,217.378098
6191.411797,49464.992188,224.972321
6191.454944,54163.773438,235.035782
6191.498091,57810.335938,242.713654
6191.541239,58358.121094,243.785614
6191.584386,55604.382812,238.268677
6191.627533,49015.433594,223.870087
6191.67068,40558.265625,204.314209
6191.713828,34061.945312,187.681
6191.756975,33262.148438,185.455627
6191.800122,38101.382812,197.966141
6191.843269,46296.183594,217.635727
6191.886417,54221.988281,235.025452
6191.929564,58447.117188,243.9758
6191.972711,61135.421875,249.295212
6192.015859,62063.847656,251.27446
6192.059006,62693.128906,252.504257
6192.102153,62799.628906,252.754974
6192.1453,62487.816406,252.102585
6192.188448,63237.738281,253.621536
6192.231595,63151.425781,253.423309
6192.274742,62802.53125,252.693054
6192.317889,62884.265625,252.901733
6192.361037,62392.222656,251.826813
6192.404184,62569.199219,252.198654
6192.447331,62830.734375,252.73851
6192.490478,63090.722656,253.347549
6192.533626,62059.371094,251.225006
6192.576773,62110.804688,251.262466
6192.61992,61734.582031,250.423859
6192.663067,62401.65625,251.830246
6192.706215,62170.347656,251.495972
6192.749362,62416.683594,251.913437
6192.792509,62094.363281,251.169083
6192.835656,62318.984375,251.800888
6192.878804,62206.003906,251.613297
6192.921951,62326.0625,251.623489
6192.965098,62145.921875,251.531876
6193.008245,61244.019531,249.745865
6193.051393,61859.761719,251.00116
6193.09454,61119.511719,249.487396
6193.137687,61385.140625,249.989197
6193.180835,61447.203125,250.063828
6193.223982,61880.292969,250.717819
6193.267129,61141.726562,249.402969
6193.310276,61183.476562,249.374435
6193.353424,61352.578125,249.869186
6193.396571,61265.554688,249.738785
6193.439718,60548.992188,248.281982
6193.482865,60701.863281,248.525345
6193.526013,61029.949219,249.087036
6193.56916,60771.347656,248.659775
6193.612307,61361.554688,249.626373
6193.655454,60576.605469,248.340057
6193.698602,60672.9375,248.401596
6193.741749,60169.972656,247.371201
6193.784896,60382.394531,247.856155
6193.828043,59812.164062,246.631729
6193.871191,60301.039062,247.57431
6193.914338,60191.714844,247.393341
6193.957485,60085.117188,247.145996
6194.000632,59984.523438,246.904816
6194.04378,59593.460938,246.225342
6194.086927,60299.082031,247.481033
6194.130074,59850.886719,246.855316
6194.173221,59741.015625,246.504608
6194.216369,59487.855469,245.895844
6194.259516,59782.832031,246.572037
6194.302663,59542.265625,246.162369
6194.345811,58974.179688,244.90892
6194.388958,58861.609375,244.825775
6194.432105,57919.59375,242.746857
6194.475252,57463.078125,242.019012
6194.5184,56241.878906,239.457947
6194.561547,56012.125,238.876312
6194.604694,55430.867188,237.87645
6194.647841,56036.566406,238.884338
6194.690989,57075.394531,241.17424
6194.734136,57322.550781,241.584137
6194.777283,58353.894531,243.554688
6194.82043,58361.542969,243.686584
6194.863578,58443.382812,243.804276
6194.906725,58342.804688,243.655807
6194.949872,57843.765625,242.730453
6194.993019,57990.835938,242.891617
6195.036167,57410.667969,241.818085
6195.079314,58026.398438,242.88829
6195.122461,57917.042969,242.882233
6195.165608,58130.921875,243.202179
6195.208756,58470.132812,243.893951
6195.251903,58002.824219,242.847229
6195.29505,57716.410156,242.499741
6195.338197,56958.164062,240.731308
6195.381345,57331.585938,241.531677
6195.424492,57318.503906,241.432022
6195.467639,56814.683594,240.344223
6195.510787,56148.078125,239.075684
6195.553934,54968.457031,236.451904
6195.597081,54236.394531,234.950836
6195.640228,53699.933594,233.819229
6195.683376,54074.554688,234.70546
6195.726523,54914.253906,236.452896
6195.76967,55624.582031,238.014038
6195.812817,56259.558594,239.280472
6195.855965,56404.691406,239.601517
6195.899112,57190.230469,241.116058
6195.942259,57052.589844,240.928741
6195.985406,57183.867188,241.37886
6196.028554,57209.554688,241.382202
6196.071701,56852.082031,240.502197
6196.114848,56691.015625,240.006058
6196.157995,56823.976562,240.447601
6196.201143,56693.640625,240.144241
6196.24429,57161.175781,241.244003
6196.287437,57025.121094,240.93692
6196.330584,56842.164062,240.470551
6196.373732,56398.859375,239.686188
6196.416879,56156.394531,239.187637
6196.460026,56563.054688,239.797028
6196.503173,56575.363281,239.817276
6196.546321,56785.796875,240.454269
6196.589468,56744.011719,240.241943
6196.632615,57058.097656,241.049728
6196.675763,56660.382812,240.037796
6196.71891,56356.75,239.496262
6196.762057,55689.097656,238.044846
6196.805204,55857.417969,238.441406
6196.848352,55785.601562,238.122589
6196.891499,55865.121094,238.53212
6196.934646,56049.441406,238.814575
6196.977793,55609.691406,237.831329
6197.020941,55483.394531,237.584869
6197.064088,54977.648438,236.523132
6197.107235,55626.398438,237.723846
6197.150382,55380.707031,237.418915
6197.19353,55490.609375,237.552902
6197.236677,55636.601562,237.878311
6197.279824,55353.058594,237.365463
6197.322971,54968.824219,236.552948
6197.366119,55270.359375,237.217148
6197.409266,54918.414062,236.319458
6197.452413,55156.25,236.991974
6197.49556,55231.648438,237.146622
6197.538708,54886.882812,236.332458
6197.581855,54700.738281,236.006485
6197.625002,54606.546875,235.720245
6197.668149,54641.316406,235.991013
6197.711297,54994.171875,236.560226
6197.754444,54492.507812,235.443893
6197.797591,54467.246094,235.397629
6197.840739,53947.984375,234.306503
6197.883886,54029.679688,234.545181
6197.927033,54162.996094,234.885651
6197.97018,54121.394531,234.681427
6198.013328,54302.644531,235.073929
6198.056475,54205.109375,234.824966
6198.099622,53774.074219,233.967712
6198.142769,53925.789062,234.365875
6198.185917,53662.0625,233.768005
6198.229064,54164.734375,234.693405
6198.272211,53855.671875,234.132004
6198.315358,53469.457031,233.190552
6198.358506,53710.597656,233.703918
6198.401653,53526.996094,233.364807
6198.4448,53260.5,232.74057
6198.487947,53609.066406,233.554535
6198.531095,53289.140625,232.923187
6198.574242,52887.691406,232.098648
6198.617389,52997.945312,232.361923
6198.660536,53369.921875,233.034744
6198.703684,53301.917969,233.000305
6198.746831,52498.761719,231.247223
6198.789978,52647.285156,231.59874
6198.833125,52914.109375,231.985428
6198.876273,52450.679688,231.208038
6198.91942,52748.886719,231.757858
6198.962567,52469.792969,231.172638
6199.005715,52628.84375,231.591705
6199.048862,52747.96875,231.762009
6199.092009,52216.597656,230.497238
6199.135156,52458.980469,230.955093
6199.178304,51970.796875,230.108032
6199.221451,52167.847656,230.463852
6199.264598,50687.683594,227.280197
6199.307745,50928.566406,227.628738
6199.350893,50229.597656,226.319977
6199.39404,50604.300781,227.260727
6199.437187,50541.109375,226.893494
6199.480334,50839.261719,227.628708
6199.523482,51421.222656,228.848511
6199.566629,51389.214844,228.940552
6199.609776,51146.929688,228.287888
6199.652923,51627.660156,229.243057
6199.696071,51399.53125,228.734573
6199.739218,51268.609375,228.605682
6199.782365,50647.402344,227.157486
6199.825512,51790.160156,229.768707
6199.86866,51351.285156,228.632355
6199.911807,51214.902344,228.355743
6199.954954,50853.917969,227.823746
6199.998101,50810.117188,227.432327
